expression,original_order,source,reviewed_as,difficulty,commonality,added,confidence
pull together,502,user_list,phrasal verb,medium,less_common,no,high
follow on,503,user_list,phrasal verb,medium,less_common,no,high
get round,504,user_list,phrasal verb,medium,common,no,high
join up,505,user_list,phrasal verb,medium,less_common,no,high
slip up,506,user_list,phrasal verb,medium,less_common,no,high
buckle up,507,user_list,phrasal verb,medium,less_common,no,high
cast on,508,user_list,phrasal verb,medium,less_common,no,high
log on,509,user_list,phrasal verb,medium,less_common,no,high
fight off,510,user_list,phrasal verb,medium,less_common,no,high
log in,511,user_list,phrasal verb,medium,less_common,no,high
lust for,512,user_list,prepositional verb,medium,less_common,no,high
read up,513,user_list,phrasal verb,medium,common,no,high
reason with,514,user_list,prepositional verb,medium,less_common,no,high
see over,515,user_list,prepositional verb,medium,less_common,no,high
shut out,516,user_list,phrasal verb,medium,less_common,no,high
build around,517,user_list,prepositional verb,medium,less_common,no,high
draw into,518,user_list,prepositional verb,medium,less_common,no,high
find for,519,user_list,prepositional verb,medium,common,no,high
give off,520,user_list,phrasal verb,medium,common,no,high
kid around,521,user_list,prepositional verb,medium,less_common,no,high
pass up,522,user_list,phrasal verb,medium,less_common,no,high
stick it out,523,user_list,phrasal verb,medium,less_common,no,high
sweep up,524,user_list,phrasal verb,medium,less_common,no,high
dig out,525,user_list,phrasal verb,medium,less_common,no,high
mark for,526,user_list,prepositional verb,medium,less_common,no,high
mix to,527,user_list,prepositional verb,medium,less_common,no,high
set down,528,user_list,phrasal verb,medium,common,no,high
swear by,529,user_list,prepositional verb,medium,less_common,no,high
branch out,530,user_list,phrasal verb,medium,less_common,no,high
crowd in,531,user_list,phrasal verb,medium,less_common,no,high
go towards,532,user_list,prepositional verb,medium,common,no,high
let off,533,user_list,phrasal verb,medium,common,no,high
match with,534,user_list,prepositional verb,medium,less_common,no,high
pride yourself on,535,user_list,prepositional verb,medium,less_common,no,medium
rock out,536,user_list,phrasal verb,medium,less_common,no,high
sink into,537,user_list,prepositional verb,medium,less_common,no,high
stick by,538,user_list,prepositional verb,medium,less_common,no,high
straighten out,539,user_list,phrasal verb,medium,less_common,no,high
talk down,540,user_list,phrasal verb,medium,less_common,no,high
delight in,541,user_list,phrasal verb,medium,less_common,no,high
frown upon,542,user_list,prepositional verb,medium,less_common,no,high
pop off,543,user_list,phrasal verb,medium,less_common,no,high
push forward,544,user_list,phrasal verb,medium,less_common,no,high
push out,545,user_list,phrasal verb,medium,less_common,no,high
stop off,546,user_list,phrasal verb,medium,less_common,no,high
tear away,547,user_list,phrasal verb,medium,less_common,no,high
spell out,548,user_list,phrasal verb,medium,less_common,no,high
burst out,549,user_list,phrasal verb,medium,less_common,no,high
kick around,550,user_list,phrasal verb,medium,less_common,no,high
rip through,551,user_list,phrasal verb,medium,less_common,no,high
kick back,552,user_list,phrasal verb,medium,less_common,no,high
plug into,553,user_list,prepositional verb,medium,less_common,no,high
screw around,554,user_list,phrasal verb,medium,less_common,no,high
slap on,555,user_list,phrasal verb,medium,less_common,no,high
swear in,556,user_list,prepositional verb,medium,less_common,no,high
depend upon,557,user_list,prepositional verb,medium,common,no,high
lean toward,558,user_list,prepositional verb,medium,less_common,no,high
sign off on,559,user_list,phrasal-prepositional verb,hard,less_common,no,medium
smash in,560,user_list,phrasal verb,medium,less_common,no,high
smash up,561,user_list,phrasal verb,medium,less_common,no,high
even out,562,user_list,phrasal verb,medium,less_common,no,high
look round,563,user_list,prepositional verb,medium,common,no,high
pour into,564,user_list,prepositional verb,medium,less_common,no,high
power up,565,user_list,phrasal verb,medium,less_common,no,high
sleep around,566,user_list,prepositional verb,medium,less_common,no,high
cast off,567,user_list,phrasal verb,medium,less_common,no,high
hand around,568,user_list,phrasal verb,medium,common,no,high
take aback,569,user_list,phrasal verb,medium,common,no,high
border on,570,user_list,prepositional verb,medium,less_common,no,high
bring forth,571,user_list,phrasal verb,medium,common,no,high
burn off,572,user_list,phrasal verb,medium,less_common,no,high
cast out,573,user_list,phrasal verb,medium,less_common,no,high
colour in,574,user_list,phrasal verb,medium,less_common,no,high
creep into,575,user_list,prepositional verb,medium,less_common,no,high
feed into,576,user_list,prepositional verb,medium,less_common,no,high
play about,577,user_list,prepositional verb,medium,less_common,no,high
sniff around,578,user_list,prepositional verb,medium,less_common,no,high
straighten up,579,user_list,phrasal verb,medium,less_common,no,high
cough up,580,user_list,phrasal verb,medium,less_common,no,high
make over,581,user_list,phrasal verb,medium,common,no,high
measure up,582,user_list,phrasal verb,medium,less_common,no,high
pile on,583,user_list,phrasal verb,medium,less_common,no,high
puff up,584,user_list,phrasal verb,medium,less_common,no,high
sign out,585,user_list,phrasal verb,medium,less_common,no,high
sober up,586,user_list,phrasal verb,hard,rare,no,high
spill out,587,user_list,phrasal verb,medium,less_common,no,high
jack in,588,user_list,phrasal verb,hard,rare,no,high
muscle in,589,user_list,phrasal verb,medium,less_common,no,high
paint over,590,user_list,phrasal verb,medium,less_common,no,high
read into,591,user_list,prepositional verb,medium,common,no,high
start back,592,user_list,phrasal verb,medium,common,no,high
conjure up,593,user_list,phrasal verb,medium,less_common,no,high
count out,594,user_list,phrasal verb,medium,less_common,no,high
flip over,595,user_list,phrasal verb,medium,less_common,no,high
function as,596,user_list,prepositional verb,medium,less_common,no,high
hold against,597,user_list,prepositional verb,medium,common,no,high
prey on,598,user_list,prepositional verb,medium,less_common,no,high
print out,599,user_list,phrasal verb,medium,less_common,no,high
spin out,600,user_list,phrasal verb,medium,less_common,no,high
rush out,601,user_list,phrasal verb,medium,less_common,no,high
see to it that,602,user_list,prepositional verb,hard,less_common,no,medium
stumble on,603,user_list,phrasal verb,medium,less_common,no,high
cave in,604,user_list,phrasal verb,medium,less_common,no,high
chat up,605,user_list,phrasal verb,medium,less_common,no,high
glory in,606,user_list,prepositional verb,medium,less_common,no,high
hang about,607,user_list,prepositional verb,medium,less_common,no,high
leak out,608,user_list,phrasal verb,medium,less_common,no,high
pop on,609,user_list,phrasal verb,medium,less_common,no,high
push around,610,user_list,phrasal verb,medium,less_common,no,high
reckon with,611,user_list,prepositional verb,medium,less_common,no,high
spring from,612,user_list,prepositional verb,medium,less_common,no,high
stand aside,613,user_list,phrasal verb,medium,common,no,high
tag on,614,user_list,prepositional verb,medium,less_common,no,high
clean off,615,user_list,phrasal verb,medium,less_common,no,high
improve on,616,user_list,prepositional verb,medium,less_common,no,high
minor in,617,user_list,phrasal verb,medium,less_common,no,high
read over,618,user_list,prepositional verb,medium,common,no,high
serve up,619,user_list,phrasal verb,medium,less_common,no,high
talk over,620,user_list,prepositional verb,medium,less_common,no,high
buy up,621,user_list,phrasal verb,medium,less_common,no,high
cock up,622,user_list,phrasal verb,medium,less_common,no,high
cut across,623,user_list,phrasal verb,medium,less_common,no,high
drop back,624,user_list,phrasal verb,medium,common,no,high
link up,625,user_list,phrasal verb,medium,less_common,no,high
mop up,626,user_list,phrasal verb,medium,less_common,no,high
pertain to,627,user_list,prepositional verb,medium,less_common,no,high
report back,628,user_list,phrasal verb,medium,common,no,high
revel in,629,user_list,prepositional verb,medium,less_common,no,high
seal off,630,user_list,phrasal verb,medium,less_common,no,high
stock up,631,user_list,phrasal verb,medium,less_common,no,high
change up,632,user_list,phrasal verb,medium,less_common,no,high
choke up,633,user_list,phrasal verb,medium,less_common,no,high
drift apart,634,user_list,phrasal verb,medium,less_common,no,high
fish out,635,user_list,phrasal verb,medium,less_common,no,high
hold with,636,user_list,prepositional verb,medium,common,no,high
look around for,637,user_list,phrasal-prepositional verb,medium,very_common,no,high
rush through,638,user_list,phrasal verb,medium,less_common,no,high
saddle up,639,user_list,phrasal verb,medium,less_common,no,high
stumble into,640,user_list,prepositional verb,medium,less_common,no,high
consist of,641,user_list,prepositional verb,medium,less_common,no,high
delve into,642,user_list,prepositional verb,medium,less_common,no,high
lend itself to,643,user_list,prepositional verb,medium,less_common,no,medium
talk down to,644,user_list,phrasal-prepositional verb,hard,less_common,no,medium
carry over,645,user_list,phrasal verb,medium,common,no,high
front for,646,user_list,prepositional verb,medium,less_common,no,high
mess about,647,user_list,phrasal verb,medium,less_common,no,high
strike at,648,user_list,prepositional verb,medium,less_common,no,high
strike down,649,user_list,phrasal verb,medium,less_common,no,high
strike up,650,user_list,phrasal verb,medium,less_common,no,high
burn away,651,user_list,phrasal verb,medium,less_common,no,high
descend to,652,user_list,prepositional verb,medium,less_common,no,high
drag out,653,user_list,phrasal verb,medium,less_common,no,high
mouth off,654,user_list,phrasal verb,medium,less_common,no,high
pass into,655,user_list,prepositional verb,medium,less_common,no,high
pipe down,656,user_list,phrasal verb,medium,less_common,no,high
play back,657,user_list,phrasal verb,medium,less_common,no,high
put forth,658,user_list,phrasal verb,medium,common,no,high
put through,659,user_list,prepositional verb,medium,common,no,high
sell off,660,user_list,phrasal verb,medium,less_common,no,high
strike back,661,user_list,phrasal verb,medium,less_common,no,high
cop out,662,user_list,phrasal verb,hard,rare,no,high
do up,663,user_list,phrasal verb,medium,less_common,no,high
flip through,664,user_list,phrasal verb,medium,less_common,no,high
get over yourself,665,user_list,phrasal verb,medium,common,no,medium
put forward,666,user_list,phrasal verb,easy,very_common,no,high
sew up,667,user_list,phrasal verb,medium,less_common,no,high
capitalize on,668,user_list,phrasal verb,medium,less_common,no,high
come apart,669,user_list,phrasal verb,medium,common,no,high
dump on,670,user_list,phrasal verb,medium,less_common,no,high
fight out,671,user_list,phrasal verb,medium,less_common,no,high
figure on,672,user_list,prepositional verb,medium,less_common,no,high
goof off,673,user_list,phrasal verb,hard,rare,no,high
tear into,674,user_list,prepositional verb,medium,less_common,no,high
bug out,675,user_list,phrasal verb,hard,rare,no,high
bust up,676,user_list,phrasal verb,medium,less_common,no,high
double up,677,user_list,phrasal verb,medium,less_common,no,high
drift off,678,user_list,phrasal verb,medium,less_common,no,high
even up,679,user_list,phrasal verb,medium,less_common,no,high
guard against,680,user_list,prepositional verb,medium,less_common,no,high
melt into,681,user_list,prepositional verb,medium,less_common,no,high
model on,682,user_list,phrasal verb,medium,less_common,no,high
move off,683,user_list,phrasal verb,medium,common,no,high
pick at,684,user_list,prepositional verb,medium,common,no,high
plunge in,685,user_list,prepositional verb,medium,less_common,no,high
pull apart,686,user_list,phrasal verb,medium,less_common,no,high
ram into,687,user_list,prepositional verb,medium,less_common,no,high
rob of,688,user_list,prepositional verb,medium,less_common,no,high
seal in,689,user_list,phrasal verb,medium,less_common,no,high
brush up,690,user_list,phrasal verb,medium,less_common,no,high
cross out,691,user_list,phrasal verb,medium,less_common,no,high
hang back,692,user_list,phrasal verb,medium,less_common,no,high
settle into,693,user_list,prepositional verb,medium,less_common,no,high
ship off,694,user_list,phrasal verb,medium,less_common,no,high
buy out,695,user_list,phrasal verb,medium,less_common,no,high
dust off,696,user_list,phrasal verb,medium,less_common,no,high
hinge on,697,user_list,prepositional verb,medium,less_common,no,high
inflict on,698,user_list,prepositional verb,medium,less_common,no,high
make off,699,user_list,phrasal verb,medium,common,no,high
minister to,700,user_list,prepositional verb,medium,less_common,no,high
not agree with,701,user_list,verb phrase,hard,less_common,no,low
pay out,702,user_list,phrasal verb,medium,less_common,no,high
cuddle up,703,user_list,phrasal verb,medium,less_common,no,high
date from,704,user_list,prepositional verb,medium,less_common,no,high
fend for yourself,705,user_list,prepositional verb,medium,less_common,no,medium
fire away,706,user_list,phrasal verb,medium,less_common,no,high
have against,707,user_list,prepositional verb,medium,less_common,no,high
peel off,708,user_list,phrasal verb,medium,less_common,no,high
push aside,709,user_list,phrasal verb,medium,less_common,no,high
put at,710,user_list,prepositional verb,medium,common,no,high
shake off,711,user_list,phrasal verb,medium,less_common,no,high
chime in,712,user_list,phrasal verb,medium,less_common,no,high
depart from,713,user_list,prepositional verb,medium,less_common,no,high
hail from,714,user_list,prepositional verb,medium,less_common,no,high
let into,715,user_list,prepositional verb,medium,common,no,high
phase in,716,user_list,phrasal verb,medium,less_common,no,high
bow down to,717,user_list,phrasal-prepositional verb,hard,less_common,no,medium
brick in,718,user_list,phrasal verb,medium,less_common,no,high
crank up,719,user_list,phrasal verb,medium,less_common,no,high
fence in,720,user_list,phrasal verb,medium,less_common,no,high
lean towards,721,user_list,prepositional verb,medium,less_common,no,high
melt down,722,user_list,phrasal verb,medium,less_common,no,high
pass as,723,user_list,prepositional verb,medium,less_common,no,high
poke at,724,user_list,prepositional verb,medium,less_common,no,high
pull at,725,user_list,prepositional verb,medium,less_common,no,high
quarrel with,726,user_list,prepositional verb,medium,less_common,no,high
send down,727,user_list,phrasal verb,medium,less_common,no,high
take apart,728,user_list,phrasal verb,medium,common,no,high
change around,729,user_list,phrasal verb,medium,less_common,no,high
crack down,730,user_list,phrasal verb,medium,less_common,no,high
marry into,731,user_list,prepositional verb,medium,less_common,no,high
pick off,732,user_list,phrasal verb,medium,common,no,high
plunge into,733,user_list,prepositional verb,medium,less_common,no,high
prop up,734,user_list,phrasal verb,medium,less_common,no,high
rig up,735,user_list,phrasal verb,medium,less_common,no,high
rub in,736,user_list,phrasal verb,medium,less_common,no,high
tap out,737,user_list,phrasal verb,medium,less_common,no,high
buckle down,738,user_list,phrasal verb,medium,less_common,no,high
drag into,739,user_list,prepositional verb,medium,less_common,no,high
goof around,740,user_list,phrasal verb,hard,rare,no,high
grow apart,741,user_list,phrasal verb,medium,common,no,high
narrow down,742,user_list,phrasal verb,medium,less_common,no,high
patch up,743,user_list,phrasal verb,medium,less_common,no,high
pattern on,744,user_list,phrasal verb,medium,less_common,no,high
rabbit on,745,user_list,prepositional verb,medium,less_common,no,high
revert to,746,user_list,prepositional verb,medium,less_common,no,high
run away with you,747,user_list,phrasal-prepositional verb,hard,less_common,no,medium
sniff out,748,user_list,phrasal verb,medium,less_common,no,high
spring for,749,user_list,prepositional verb,medium,less_common,no,high
testify to,750,user_list,prepositional verb,medium,less_common,no,high
level at,751,user_list,prepositional verb,medium,less_common,no,high
rail in,752,user_list,prepositional verb,medium,less_common,no,high
read up on,753,user_list,phrasal-prepositional verb,medium,common,no,medium
sail through,754,user_list,prepositional verb,medium,less_common,no,high
skip out,755,user_list,phrasal verb,medium,less_common,no,high
creep up on,756,user_list,phrasal-prepositional verb,hard,less_common,no,medium
dip into,757,user_list,prepositional verb,medium,less_common,no,high
do away with,758,user_list,phrasal-prepositional verb,hard,less_common,no,medium
drag down,759,user_list,phrasal verb,medium,less_common,no,high
pencil in,760,user_list,phrasal verb,medium,less_common,no,high
pipe up,761,user_list,phrasal verb,medium,less_common,no,high
proceed from,762,user_list,prepositional verb,medium,less_common,no,high
send away,763,user_list,phrasal verb,medium,less_common,no,high
draw back,764,user_list,phrasal verb,medium,less_common,no,high
eat away at,765,user_list,phrasal-prepositional verb,hard,less_common,no,medium
endow with,766,user_list,prepositional verb,medium,less_common,no,high
invite in,767,user_list,prepositional verb,medium,less_common,no,high
pace out,768,user_list,phrasal verb,medium,less_common,no,high
pine for,769,user_list,prepositional verb,medium,less_common,no,high
pump out,770,user_list,phrasal verb,medium,less_common,no,high
punch out,771,user_list,phrasal verb,medium,less_common,no,high
push off,772,user_list,phrasal verb,medium,less_common,no,high
sign over,773,user_list,prepositional verb,medium,less_common,no,high
spill over,774,user_list,phrasal verb,medium,less_common,no,high
squeeze out,775,user_list,phrasal verb,medium,less_common,no,high
teem with,776,user_list,prepositional verb,medium,less_common,no,high
build up to,777,user_list,phrasal-prepositional verb,hard,less_common,no,medium
contract in,778,user_list,phrasal verb,medium,less_common,no,high
ease into,779,user_list,prepositional verb,medium,less_common,no,high
fight it out,780,user_list,phrasal verb,medium,less_common,no,high
keep under,781,user_list,prepositional verb,medium,common,no,high
nail down,782,user_list,phrasal verb,medium,less_common,no,high
piss about,783,user_list,phrasal verb,hard,rare,no,high
power down,784,user_list,phrasal verb,medium,less_common,no,high
space out,785,user_list,phrasal verb,medium,less_common,no,high
stumble across,786,user_list,phrasal verb,medium,less_common,no,high
switch over,787,user_list,prepositional verb,medium,less_common,no,high
bow out,788,user_list,phrasal verb,medium,less_common,no,high
descend on,789,user_list,prepositional verb,medium,less_common,no,high
flare up,790,user_list,phrasal verb,medium,less_common,no,high
flunk out,791,user_list,phrasal verb,medium,less_common,no,high
pair up,792,user_list,phrasal verb,medium,less_common,no,high
rip at,793,user_list,prepositional verb,medium,less_common,no,high
sit in on,794,user_list,phrasal-prepositional verb,medium,common,no,medium
sound out,795,user_list,phrasal verb,medium,less_common,no,high
stoop to,796,user_list,prepositional verb,medium,less_common,no,high
talk into,797,user_list,prepositional verb,medium,less_common,no,high
bump up,798,user_list,phrasal verb,medium,less_common,no,high
cater for,799,user_list,prepositional verb,medium,less_common,no,high
change back,800,user_list,phrasal verb,medium,less_common,no,high
clear away,801,user_list,phrasal verb,medium,less_common,no,high
clear off,802,user_list,phrasal verb,medium,less_common,no,high
defer to,803,user_list,prepositional verb,medium,less_common,no,high
dictate to,804,user_list,prepositional verb,medium,less_common,no,high
dispense with,805,user_list,prepositional verb,medium,less_common,no,high
fish out of,806,user_list,phrasal-prepositional verb,hard,less_common,no,medium
flash by,807,user_list,phrasal verb,medium,less_common,no,high
gamble on,808,user_list,prepositional verb,medium,less_common,no,high
inform on,809,user_list,prepositional verb,medium,less_common,no,high
lay about you,810,user_list,prepositional verb,medium,less_common,no,high
make up to,811,user_list,phrasal-prepositional verb,medium,common,no,medium
mark up,812,user_list,phrasal verb,medium,less_common,no,high
nose out,813,user_list,phrasal verb,medium,less_common,no,high
set into,814,user_list,prepositional verb,medium,common,no,high
shake down,815,user_list,phrasal verb,medium,less_common,no,high
spring up,816,user_list,phrasal verb,medium,less_common,no,high
stamp out,817,user_list,phrasal verb,medium,less_common,no,high
descend into,818,user_list,prepositional verb,medium,less_common,no,high
feel up to,819,user_list,phrasal-prepositional verb,hard,less_common,no,medium
hand back,820,user_list,phrasal verb,medium,common,no,high
kiss away,821,user_list,phrasal verb,medium,less_common,no,high
level up,822,user_list,phrasal verb,medium,less_common,no,high
nod off,823,user_list,phrasal verb,medium,less_common,no,high
opt out,824,user_list,phrasal verb,medium,less_common,no,high
play down,825,user_list,phrasal verb,medium,less_common,no,high
pump in,826,user_list,phrasal verb,medium,less_common,no,high
punch up,827,user_list,phrasal verb,medium,less_common,no,high
rely upon,828,user_list,prepositional verb,medium,less_common,no,high
rid yourself of,829,user_list,prepositional verb,medium,less_common,no,medium
run past,830,user_list,prepositional verb,medium,common,no,high
shave off,831,user_list,phrasal verb,medium,less_common,no,high
tamper with,832,user_list,prepositional verb,medium,less_common,no,high
catch out,833,user_list,phrasal verb,medium,less_common,no,high
chip away at,834,user_list,phrasal-prepositional verb,hard,less_common,no,medium
chop down,835,user_list,phrasal verb,medium,less_common,no,high
crank out,836,user_list,phrasal verb,medium,less_common,no,high
issue from,837,user_list,prepositional verb,medium,less_common,no,high
launch into,838,user_list,prepositional verb,medium,less_common,no,high
point up,839,user_list,phrasal verb,medium,less_common,no,high
rest upon,840,user_list,prepositional verb,medium,less_common,no,high
search out,841,user_list,phrasal verb,medium,less_common,no,high
stick down,842,user_list,phrasal verb,medium,less_common,no,high
carry off,843,user_list,phrasal verb,medium,common,no,high
cool out,844,user_list,phrasal verb,medium,less_common,no,high
double as,845,user_list,prepositional verb,medium,less_common,no,high
dress down,846,user_list,phrasal verb,medium,less_common,no,high
drill into,847,user_list,prepositional verb,medium,less_common,no,high
opt in,848,user_list,prepositional verb,medium,less_common,no,high
pant for,849,user_list,prepositional verb,medium,less_common,no,high
poke around,850,user_list,prepositional verb,medium,less_common,no,high
round off,851,user_list,phrasal verb,medium,less_common,no,high
shake out,852,user_list,phrasal verb,medium,less_common,no,high
sort through,853,user_list,phrasal verb,medium,less_common,no,high
chip off,854,user_list,phrasal verb,medium,less_common,no,high
churn out,855,user_list,phrasal verb,medium,less_common,no,high
cut away,856,user_list,phrasal verb,medium,less_common,no,high
die off,857,user_list,phrasal verb,medium,less_common,no,high
ease out,858,user_list,phrasal verb,medium,less_common,no,high
flash on,859,user_list,phrasal verb,medium,less_common,no,high
keel over,860,user_list,phrasal verb,medium,less_common,no,high
lap up,861,user_list,phrasal verb,medium,less_common,no,high
luck out,862,user_list,phrasal verb,medium,less_common,no,high
mind out,863,user_list,phrasal verb,medium,less_common,no,high
mistake for,864,user_list,prepositional verb,medium,less_common,no,high
park up,865,user_list,phrasal verb,medium,less_common,no,high
ravel out,866,user_list,phrasal verb,medium,less_common,no,high
scare away,867,user_list,phrasal verb,medium,less_common,no,high
sort itself out,868,user_list,phrasal verb,medium,less_common,no,medium
buck up,869,user_list,phrasal verb,medium,less_common,no,high
call away,870,user_list,phrasal verb,medium,common,no,high
carry through,871,user_list,phrasal verb,medium,common,no,high
crop up,872,user_list,phrasal verb,medium,less_common,no,high
devote yourself to,873,user_list,prepositional verb,medium,less_common,no,medium
fire off,874,user_list,phrasal verb,medium,less_common,no,high
freeze over,875,user_list,phrasal verb,medium,less_common,no,high
give over,876,user_list,phrasal verb,medium,common,no,high
hold out on,877,user_list,phrasal-prepositional verb,medium,common,no,medium
mark out,878,user_list,phrasal verb,medium,less_common,no,high
ruck up,879,user_list,phrasal verb,medium,less_common,no,high
scare off,880,user_list,phrasal verb,medium,less_common,no,high
stare out,881,user_list,phrasal verb,medium,less_common,no,high
buzz around,882,user_list,phrasal verb,hard,rare,no,high
chicken out,883,user_list,phrasal verb,medium,less_common,no,high
crowd out,884,user_list,phrasal verb,medium,less_common,no,high
iron out,885,user_list,phrasal verb,medium,less_common,no,high
relieve of,886,user_list,prepositional verb,medium,less_common,no,high
rip into,887,user_list,prepositional verb,medium,less_common,no,high
spin off,888,user_list,phrasal verb,medium,less_common,no,high
stake out,889,user_list,phrasal verb,medium,less_common,no,high
summon up,890,user_list,phrasal verb,medium,less_common,no,high
cancel out,891,user_list,phrasal verb,medium,less_common,no,high
copy in,892,user_list,phrasal verb,medium,less_common,no,high
do down,893,user_list,phrasal verb,medium,less_common,no,high
emanate from,894,user_list,prepositional verb,medium,less_common,no,high
fit out,895,user_list,phrasal verb,medium,less_common,no,high
frown on,896,user_list,prepositional verb,medium,less_common,no,high
gloss over,897,user_list,phrasal verb,medium,less_common,no,high
hark at,898,user_list,prepositional verb,medium,less_common,no,high
hold over,899,user_list,prepositional verb,medium,common,no,high
rally around,900,user_list,phrasal verb,medium,less_common,no,high
shrink from,901,user_list,prepositional verb,medium,less_common,no,high
split on,902,user_list,phrasal verb,medium,less_common,no,high
stitch up,903,user_list,phrasal verb,medium,less_common,no,high
sweat it out,904,user_list,phrasal verb,medium,less_common,no,high
burst on,905,user_list,phrasal verb,medium,less_common,no,high
buy off,906,user_list,phrasal verb,medium,less_common,no,high
check off,907,user_list,phrasal verb,medium,common,no,high
clue in,908,user_list,phrasal verb,medium,less_common,no,high
drum up,909,user_list,phrasal verb,medium,less_common,no,high
grasp at,910,user_list,prepositional verb,medium,less_common,no,high
keep down,911,user_list,phrasal verb,medium,common,no,high
knock back,912,user_list,phrasal verb,medium,less_common,no,high
latch onto,913,user_list,prepositional verb,medium,less_common,no,high
print off,914,user_list,phrasal verb,medium,less_common,no,high
shop around,915,user_list,phrasal verb,medium,less_common,no,high
sod off,916,user_list,phrasal verb,hard,rare,no,high
tail off,917,user_list,phrasal verb,medium,less_common,no,high
tangle with,918,user_list,prepositional verb,medium,less_common,no,high
cover over,919,user_list,phrasal verb,medium,less_common,no,high
grind down,920,user_list,phrasal verb,medium,less_common,no,high
hollow out,921,user_list,phrasal verb,medium,less_common,no,high
measure out,922,user_list,phrasal verb,medium,less_common,no,high
moon over,923,user_list,phrasal verb,medium,less_common,no,high
sit yourself down,924,user_list,phrasal verb,medium,common,no,medium
skip out on,925,user_list,phrasal-prepositional verb,hard,less_common,no,medium
slot in,926,user_list,phrasal verb,medium,less_common,no,high
spit up,927,user_list,phrasal verb,hard,rare,no,high
brush off,928,user_list,phrasal verb,medium,less_common,no,high
cast aside,929,user_list,phrasal verb,medium,less_common,no,high
doze off,930,user_list,phrasal verb,medium,less_common,no,high
dry off,931,user_list,phrasal verb,medium,less_common,no,high
fiddle with,932,user_list,prepositional verb,medium,less_common,no,high
filter out,933,user_list,phrasal verb,medium,less_common,no,high
flick through,934,user_list,phrasal verb,medium,less_common,no,high
harp on,935,user_list,phrasal verb,medium,less_common,no,high
improve upon,936,user_list,prepositional verb,medium,less_common,no,high
insist upon,937,user_list,prepositional verb,medium,common,no,high
match against,938,user_list,prepositional verb,medium,less_common,no,high
mount up,939,user_list,phrasal verb,medium,less_common,no,high
phase out,940,user_list,phrasal verb,medium,less_common,no,high
plod on,941,user_list,phrasal verb,medium,less_common,no,high
resign yourself to,942,user_list,prepositional verb,medium,less_common,no,medium
saddle with,943,user_list,prepositional verb,medium,less_common,no,high
shape up,944,user_list,phrasal verb,medium,less_common,no,high
single out,945,user_list,phrasal verb,medium,less_common,no,high
spiral down,946,user_list,phrasal verb,medium,less_common,no,high
dine on,947,user_list,phrasal verb,medium,less_common,no,high
draw upon,948,user_list,prepositional verb,medium,less_common,no,high
ease off,949,user_list,phrasal verb,medium,less_common,no,high
gear up,950,user_list,phrasal verb,medium,less_common,no,high
open out,951,user_list,phrasal verb,medium,less_common,no,high
ramp up,952,user_list,phrasal verb,medium,less_common,no,high
scan in,953,user_list,prepositional verb,medium,less_common,no,high
seize up,954,user_list,phrasal verb,medium,less_common,no,high
shout down,955,user_list,phrasal verb,medium,less_common,no,high
slack off,956,user_list,phrasal verb,medium,less_common,no,high
sound off,957,user_list,phrasal verb,medium,less_common,no,high
square with,958,user_list,prepositional verb,medium,less_common,no,high
brush up on,959,user_list,phrasal-prepositional verb,hard,less_common,no,medium
buzz off,960,user_list,phrasal verb,hard,rare,no,high
chuck out,961,user_list,phrasal verb,medium,less_common,no,high
come off it,962,user_list,phrasal verb,medium,common,no,high
coop up,963,user_list,phrasal verb,medium,less_common,no,high
crash out,964,user_list,phrasal verb,medium,less_common,no,high
dial in,965,user_list,phrasal verb,medium,less_common,no,high
feed back,966,user_list,phrasal verb,medium,less_common,no,high
gobble up,967,user_list,phrasal verb,hard,rare,no,high
hike up,968,user_list,phrasal verb,medium,less_common,no,high
keep back,969,user_list,phrasal verb,medium,common,no,high
lock onto,970,user_list,prepositional verb,medium,less_common,no,high
pig out,971,user_list,phrasal verb,hard,rare,no,high
reel in,972,user_list,phrasal verb,medium,less_common,no,high
set back,973,user_list,phrasal verb,medium,common,no,high
set forth,974,user_list,phrasal verb,medium,common,no,high
snuff out,975,user_list,phrasal verb,medium,less_common,no,high
style on,976,user_list,phrasal verb,medium,less_common,no,high
talk up,977,user_list,phrasal verb,medium,less_common,no,high
clock out,978,user_list,phrasal verb,medium,less_common,no,high
farm out,979,user_list,phrasal verb,medium,less_common,no,high
fend off,980,user_list,phrasal verb,medium,less_common,no,high
fuss over,981,user_list,phrasal verb,medium,less_common,no,high
invest with,982,user_list,prepositional verb,medium,less_common,no,high
map on,983,user_list,phrasal verb,medium,less_common,no,high
not care for,984,user_list,verb phrase,hard,less_common,no,low
nut out,985,user_list,phrasal verb,medium,less_common,no,high
pack into,986,user_list,prepositional verb,medium,less_common,no,high
partake of,987,user_list,prepositional verb,medium,less_common,no,high
repair to,988,user_list,prepositional verb,medium,less_common,no,high
see off,989,user_list,phrasal verb,medium,less_common,no,high
shove up,990,user_list,phrasal verb,medium,less_common,no,high
shut in,991,user_list,phrasal verb,medium,less_common,no,high
sketch in,992,user_list,phrasal verb,medium,less_common,no,high
smoke out,993,user_list,phrasal verb,medium,less_common,no,high
clutch at,994,user_list,prepositional verb,medium,less_common,no,high
descend upon,995,user_list,prepositional verb,medium,less_common,no,high
ease up on,996,user_list,phrasal-prepositional verb,hard,less_common,no,medium
fess up,997,user_list,phrasal verb,hard,rare,no,high
